Httpd-Thread, Wrk-Thread, Wrk-Connection, Latency-Min, Latency-Max, Latency-Mean, Latency-StDev, Latency-50P, Latency-90P, Latency-99P, Latency-99.999P, Requests-Min, Requests-Max, Requests-Mean, Requests-StDev, Requests-50P, Requests-90P, Requests-99P, Requests-99.999P, Total-Duration, Total-Requests, Total-Bytes, Avg-Requests, Error-Connect, Error-Read, Error-Write, Error-Status>399, Error-Timeout
1, 4, 40, 60.000000, 85696.000000, 992.799027, 901.344267, 973.000000, 1574.000000, 1882.000000, 82303.000000, 2100.000000, 7777.000000, 2869.646722, 173.236384, 2889.000000, 3111.000000, 3223.000000, 7779.000000, 59999674.000000, 659749.000000, 476998527.000000, 10995.876411, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 56.000000, 3114.000000, 955.673247, 418.087095, 950.000000, 1511.000000, 1879.000000, 2183.000000, 2500.000000, 3888.000000, 3113.737519, 165.003717, 3101.000000, 3333.000000, 3445.000000, 3889.000000, 59999634.000000, 719722.000000, 520359006.000000, 11995.439839, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 61.000000, 84096.000000, 928.454861, 616.559881, 914.000000, 1483.000000, 1812.000000, 75327.000000, 2700.000000, 6555.000000, 3352.702081, 168.747655, 3301.000000, 3555.000000, 3777.000000, 6555.000000, 59999641.000000, 779691.000000, 563716593.000000, 12994.927753, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 59.000000, 2402.000000, 963.855180, 413.331008, 954.000000, 1521.000000, 1847.000000, 2243.000000, 3000.000000, 4222.000000, 3611.841058, 176.600656, 3601.000000, 3889.000000, 4111.000000, 4223.000000, 59999613.000000, 839669.000000, 607080687.000000, 13994.573598, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 59.000000, 2802.000000, 983.323445, 417.622757, 975.000000, 1554.000000, 1879.000000, 2293.000000, 3100.000000, 4777.000000, 3904.949533, 195.931827, 3901.000000, 4203.000000, 4335.000000, 4779.000000, 59999577.000000, 899650.000000, 650446950.000000, 14994.272376, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 60.000000, 2336.000000, 895.030957, 433.437403, 810.000000, 1537.000000, 1821.000000, 2267.000000, 3100.000000, 5222.000000, 4193.297452, 240.646268, 4103.000000, 4447.000000, 4703.000000, 5223.000000, 59999652.000000, 959618.000000, 693803814.000000, 15993.726097, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 58.000000, 2376.000000, 942.073936, 413.951736, 939.000000, 1480.000000, 1847.000000, 2255.000000, 3400.000000, 5333.000000, 4399.627194, 234.514601, 4403.000000, 4667.000000, 5111.000000, 5335.000000, 59999438.000000, 1019592.000000, 737165016.000000, 16993.359171, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 57.000000, 2864.000000, 899.519028, 410.372088, 901.000000, 1437.000000, 1808.000000, 2239.000000, 3800.000000, 5666.000000, 4709.914023, 248.259685, 4703.000000, 5003.000000, 5335.000000, 5667.000000, 59999736.000000, 1079574.000000, 780532002.000000, 17992.979169, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 59.000000, 27664.000000, 881.085900, 412.061625, 877.000000, 1417.000000, 1663.000000, 21647.000000, 4000.000000, 6555.000000, 4979.052083, 227.535116, 5003.000000, 5223.000000, 5555.000000, 6555.000000, 59999366.000000, 1139542.000000, 823888866.000000, 18992.567355, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 58.000000, 3220.000000, 906.145850, 422.797747, 883.000000, 1484.000000, 1759.000000, 2425.000000, 4400.000000, 6333.000000, 5305.156887, 248.621868, 5303.000000, 5555.000000, 6003.000000, 6335.000000, 59999643.000000, 1199529.000000, 867259467.000000, 19992.268954, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 57.000000, 2468.000000, 899.110270, 410.317139, 886.000000, 1457.000000, 1735.000000, 2317.000000, 4636.000000, 6666.000000, 5541.218604, 252.822826, 5555.000000, 5891.000000, 6223.000000, 6667.000000, 59999443.000000, 1259500.000000, 910618500.000000, 20991.861541, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 59.000000, 2408.000000, 928.689421, 416.597714, 907.000000, 1499.000000, 1799.000000, 2363.000000, 4700.000000, 7000.000000, 5834.268156, 289.134451, 5803.000000, 6223.000000, 6555.000000, 7003.000000, 59999542.000000, 1319484.000000, 953986932.000000, 21991.567869, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 57.000000, 2532.000000, 921.775071, 405.920703, 901.000000, 1486.000000, 1789.000000, 2395.000000, 4818.000000, 7777.000000, 6087.058291, 342.206142, 6003.000000, 6555.000000, 6891.000000, 7779.000000, 59998882.000000, 1373462.000000, 993013026.000000, 22891.459878, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 57.000000, 38112.000000, 956.516588, 514.066852, 939.000000, 1523.000000, 1834.000000, 36063.000000, 4000.000000, 12300.000000, 6374.361947, 367.342356, 6403.000000, 6779.000000, 7335.000000, 12303.000000, 59999208.000000, 1439422.000000, 1040702106.000000, 23990.683344, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 58.000000, 2590.000000, 957.096328, 425.848313, 939.000000, 1540.000000, 1877.000000, 2471.000000, 5300.000000, 8000.000000, 6618.351662, 346.075724, 6667.000000, 7003.000000, 7555.000000, 8003.000000, 59998929.000000, 1499381.000000, 1084052463.000000, 24990.129407, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 60.000000, 2674.000000, 960.927290, 432.722149, 939.000000, 1550.000000, 1919.000000, 2559.000000, 5500.000000, 8333.000000, 6876.688718, 347.045584, 6891.000000, 7335.000000, 7779.000000, 8335.000000, 59999297.000000, 1559371.000000, 1127425233.000000, 25989.821181, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 60.000000, 2844.000000, 967.533797, 451.835865, 931.000000, 1593.000000, 1983.000000, 2613.000000, 5545.000000, 8888.000000, 7137.424659, 424.484106, 7103.000000, 7667.000000, 8223.000000, 8895.000000, 59999754.000000, 1612734.000000, 1166006682.000000, 26879.010204, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 57.000000, 2996.000000, 980.980727, 449.463613, 943.000000, 1608.000000, 2049.000000, 2731.000000, 5900.000000, 8888.000000, 7387.515520, 425.223616, 7403.000000, 7891.000000, 8559.000000, 8895.000000, 59999787.000000, 1679334.000000, 1214158482.000000, 27988.999361, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 58.000000, 3038.000000, 1028.245536, 471.127509, 1000.000000, 1669.000000, 2165.000000, 2863.000000, 6200.000000, 9111.000000, 7631.815786, 446.988731, 7603.000000, 8223.000000, 8783.000000, 9111.000000, 59999561.000000, 1739297.000000, 1257511731.000000, 28988.495432, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 55.000000, 3322.000000, 1078.603787, 504.254089, 1053.000000, 1752.000000, 2357.000000, 3145.000000, 6000.000000, 9888.000000, 7890.625679, 473.269582, 7891.000000, 8559.000000, 9007.000000, 9895.000000, 59999632.000000, 1799269.000000, 1300871487.000000, 29988.000593, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 58.000000, 3696.000000, 1101.196437, 517.767747, 1068.000000, 1787.000000, 2441.000000, 3231.000000, 6400.000000, 10222.000000, 8155.062946, 499.893435, 8111.000000, 8783.000000, 9447.000000, 10223.000000, 59999297.000000, 1859237.000000, 1344228351.000000, 30987.646405, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 57.000000, 78976.000000, 1126.159152, 678.745330, 1086.000000, 1806.000000, 2515.000000, 70463.000000, 6500.000000, 13555.000000, 8421.664404, 513.954116, 8407.000000, 9111.000000, 9671.000000, 13559.000000, 59998986.000000, 1919207.000000, 1387586661.000000, 31987.323919, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 58.000000, 3422.000000, 1181.010861, 557.873734, 1128.000000, 1912.000000, 2679.000000, 3331.000000, 6600.000000, 10666.000000, 8690.100458, 537.227742, 8671.000000, 9407.000000, 10007.000000, 10671.000000, 59999641.000000, 1979198.000000, 1430960154.000000, 32986.830705, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 58.000000, 3788.000000, 1214.906809, 569.620686, 1156.000000, 1969.000000, 2735.000000, 3405.000000, 7100.000000, 11222.000000, 8967.466325, 562.904656, 8903.000000, 9671.000000, 10335.000000, 11223.000000, 59999371.000000, 2039159.000000, 1474311957.000000, 33986.339623, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 58.000000, 3462.000000, 1207.833804, 562.878142, 1152.000000, 1951.000000, 2709.000000, 3385.000000, 7100.000000, 11666.000000, 9222.086882, 576.336897, 9207.000000, 10007.000000, 10671.000000, 11671.000000, 59999520.000000, 2099146.000000, 1517682558.000000, 34986.046555, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 59.000000, 3560.000000, 1221.114012, 565.729754, 1168.000000, 1973.000000, 2693.000000, 3429.000000, 7400.000000, 11888.000000, 9495.561400, 603.233113, 9503.000000, 10223.000000, 11007.000000, 11895.000000, 59999485.000000, 2159106.000000, 1561033638.000000, 35985.408875, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 58.000000, 77376.000000, 1230.278268, 778.051820, 1173.000000, 2003.000000, 2721.000000, 71551.000000, 7500.000000, 18111.000000, 9756.001610, 645.257834, 9783.000000, 10559.000000, 11335.000000, 18111.000000, 59999363.000000, 2219092.000000, 1604403516.000000, 36985.259327, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 58.000000, 4204.000000, 1225.908764, 586.249255, 1180.000000, 2022.000000, 2709.000000, 3555.000000, 7818.000000, 12888.000000, 10012.915447, 655.955844, 10007.000000, 10895.000000, 11671.000000, 12895.000000, 59999754.000000, 2279073.000000, 1647769779.000000, 37984.705737, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 59.000000, 49728.000000, 1217.910702, 621.208413, 1171.000000, 2007.000000, 2697.000000, 41631.000000, 7700.000000, 15444.000000, 10275.931187, 696.397508, 10223.000000, 11207.000000, 12007.000000, 15447.000000, 59999019.000000, 2339030.000000, 1691118690.000000, 38984.470729, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 57.000000, 3708.000000, 1232.588273, 592.727980, 1189.000000, 2047.000000, 2699.000000, 3595.000000, 8100.000000, 13333.000000, 10536.668344, 719.492198, 10503.000000, 11447.000000, 12335.000000, 13335.000000, 59999332.000000, 2399015.000000, 1734487845.000000, 39984.028489, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 58.000000, 3678.000000, 1241.063233, 589.603576, 1197.000000, 2053.000000, 2715.000000, 3587.000000, 8200.000000, 13666.000000, 10804.917954, 750.642307, 10807.000000, 11783.000000, 12671.000000, 13671.000000, 59999622.000000, 2458988.000000, 1777848324.000000, 40983.391529, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 57.000000, 45952.000000, 1242.951095, 653.379854, 1195.000000, 2051.000000, 2709.000000, 42431.000000, 8300.000000, 18000.000000, 11065.824618, 790.750420, 11007.000000, 12111.000000, 13007.000000, 18015.000000, 59999332.000000, 2518960.000000, 1821208080.000000, 41983.134079, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 60.000000, 3778.000000, 1253.380751, 591.120101, 1204.000000, 2069.000000, 2733.000000, 3597.000000, 8545.000000, 14666.000000, 11337.477430, 833.461228, 11303.000000, 12447.000000, 13335.000000, 14671.000000, 59998813.000000, 2578919.000000, 1864558437.000000, 42982.833677, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 59.000000, 4136.000000, 1264.735648, 595.006411, 1211.000000, 2085.000000, 2765.000000, 3683.000000, 8600.000000, 15000.000000, 11601.792965, 874.989683, 11607.000000, 12783.000000, 13671.000000, 15007.000000, 59999272.000000, 2638925.000000, 1907942775.000000, 43982.616989, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 58.000000, 3788.000000, 1256.022278, 592.254873, 1202.000000, 2069.000000, 2765.000000, 3633.000000, 9100.000000, 15444.000000, 11862.203971, 906.486165, 11807.000000, 13007.000000, 14007.000000, 15447.000000, 59999547.000000, 2698848.000000, 1951267104.000000, 44981.139608, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 61.000000, 28848.000000, 1258.971413, 605.674376, 1197.000000, 2069.000000, 2785.000000, 24607.000000, 9000.000000, 16777.000000, 12128.771009, 938.312307, 12103.000000, 13335.000000, 14335.000000, 16783.000000, 59998881.000000, 2746843.000000, 1985967489.000000, 45781.570493, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 58.000000, 17504.000000, 1267.548850, 602.269570, 1202.000000, 2095.000000, 2821.000000, 14391.000000, 9100.000000, 17111.000000, 12394.028435, 969.901364, 12335.000000, 13671.000000, 14671.000000, 17119.000000, 59999151.000000, 2818848.000000, 2038027104.000000, 46981.464788, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 59.000000, 75392.000000, 1274.831981, 972.900765, 1193.000000, 2087.000000, 2831.000000, 72703.000000, 8800.000000, 18555.000000, 12657.024069, 994.644237, 12607.000000, 14007.000000, 15007.000000, 18559.000000, 59999520.000000, 2878800.000000, 2081372400.000000, 47980.383843, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 61.000000, 3880.000000, 1257.740773, 594.691171, 1184.000000, 2083.000000, 2837.000000, 3723.000000, 9600.000000, 16888.000000, 12921.485255, 1007.080033, 12895.000000, 14223.000000, 15335.000000, 16895.000000, 59999008.000000, 2938736.000000, 2124706128.000000, 48979.743132, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 54.000000, 3968.000000, 1255.454269, 595.600807, 1178.000000, 2081.000000, 2845.000000, 3715.000000, 9800.000000, 17222.000000, 13181.207134, 1024.270920, 13111.000000, 14503.000000, 15671.000000, 17231.000000, 59999511.000000, 2998740.000000, 2168089020.000000, 49979.407332, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 59.000000, 46784.000000, 1246.321535, 676.214964, 1160.000000, 2063.000000, 2839.000000, 43327.000000, 9111.000000, 20444.000000, 13449.517124, 1058.951488, 13407.000000, 14807.000000, 15895.000000, 20447.000000, 59999649.000000, 3058759.000000, 2211482757.000000, 50979.614897, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 61.000000, 86144.000000, 1251.553142, 982.960708, 1155.000000, 2063.000000, 2841.000000, 80639.000000, 9800.000000, 20666.000000, 13718.395341, 1083.453345, 13671.000000, 15111.000000, 16223.000000, 20671.000000, 59999552.000000, 3118698.000000, 2254818654.000000, 51978.688108, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 58.000000, 94464.000000, 1251.283968, 1020.173700, 1148.000000, 2057.000000, 2847.000000, 90431.000000, 9900.000000, 18666.000000, 13980.169862, 1081.758506, 13903.000000, 15447.000000, 16559.000000, 18671.000000, 59998832.000000, 3164899.000000, 2288221977.000000, 52749.343521, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 60.000000, 81408.000000, 1239.573338, 1151.495130, 1124.000000, 2022.000000, 2809.000000, 80255.000000, 9666.000000, 18444.000000, 14246.385592, 1024.384939, 14207.000000, 15559.000000, 16783.000000, 18447.000000, 59998619.000000, 3238689.000000, 2341572147.000000, 53979.392426, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 61.000000, 38112.000000, 1224.588204, 601.480539, 1125.000000, 2029.000000, 2815.000000, 36575.000000, 10800.000000, 18555.000000, 14513.269125, 1053.331234, 14447.000000, 15783.000000, 17119.000000, 18559.000000, 59998708.000000, 3284350.000000, 2374585050.000000, 54740.345409, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 64.000000, 22800.000000, 1217.250371, 558.506132, 1112.000000, 2003.000000, 2779.000000, 18287.000000, 10200.000000, 18888.000000, 14768.033495, 1108.050428, 14783.000000, 16111.000000, 17455.000000, 18895.000000, 59998746.000000, 3358576.000000, 2428250448.000000, 55977.436595, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 61.000000, 76480.000000, 1234.313044, 1194.081507, 1104.000000, 1994.000000, 2793.000000, 75135.000000, 10800.000000, 19555.000000, 15032.294766, 1182.159071, 15007.000000, 16671.000000, 17791.000000, 19567.000000, 59998790.000000, 3403752.000000, 2460912696.000000, 56730.344062, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 66.000000, 3984.000000, 1213.955504, 535.388234, 1101.000000, 1989.000000, 2775.000000, 3765.000000, 11700.000000, 19111.000000, 15299.634159, 1167.121469, 15303.000000, 16895.000000, 17791.000000, 19119.000000, 59998697.000000, 3478558.000000, 2514997434.000000, 57977.225739, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 64.000000, 14872.000000, 1235.564563, 554.445440, 1109.000000, 2019.000000, 2845.000000, 14271.000000, 11700.000000, 19111.000000, 15567.701507, 1076.378204, 15407.000000, 16895.000000, 17567.000000, 19119.000000, 59998821.000000, 3538538.000000, 2558362974.000000, 58976.792227, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 64.000000, 45312.000000, 1266.700516, 976.250265, 1121.000000, 2029.000000, 2873.000000, 45087.000000, 10400.000000, 18555.000000, 15830.714271, 1015.047990, 15607.000000, 17007.000000, 17567.000000, 18559.000000, 59998753.000000, 3598506.000000, 2601719838.000000, 59976.346508, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 309.000000, 226944.000000, 23544.239985, 36184.885576, 10119.000000, 66943.000000, 171263.000000, 226687.000000, 13656.000000, 17295.000000, 15452.401285, 218.037578, 15431.000000, 15743.000000, 15815.000000, 17295.000000, 59998776.000000, 3655576.000000, 2642981448.000000, 60927.509588, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 169600.000000, 1136640.000000, 635912.217584, 247770.515698, 642559.000000, 973311.000000, 1073151.000000, 1136639.000000, 15100.000000, 15401.000000, 15255.906977, 41.649942, 15263.000000, 15303.000000, 15367.000000, 15407.000000, 59998776.000000, 3653320.000000, 2641350360.000000, 60889.908821, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 211968.000000, 1196032.000000, 703218.291013, 274957.075314, 695295.000000, 1085439.000000, 1169407.000000, 1196031.000000, 15367.000000, 15603.000000, 15468.093385, 39.900155, 15471.000000, 15519.000000, 15583.000000, 15607.000000, 59998735.000000, 3704424.000000, 2678298552.000000, 61741.701721, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 383488.000000, 3203072.000000, 1647053.176490, 718741.470991, 1637375.000000, 2635775.000000, 2971647.000000, 3205119.000000, 15138.000000, 15341.000000, 15223.517510, 35.241699, 15223.000000, 15271.000000, 15327.000000, 15343.000000, 59998702.000000, 3637569.000000, 2629962387.000000, 60627.461574, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 435200.000000, 3094528.000000, 1760667.067212, 742994.898910, 1765375.000000, 2789375.000000, 3039231.000000, 3096575.000000, 15360.000000, 15479.000000, 15418.413502, 20.601450, 15423.000000, 15447.000000, 15471.000000, 15479.000000, 59998616.000000, 3683134.000000, 2662905882.000000, 61386.982660, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 615936.000000, 4669440.000000, 2573905.338887, 1094074.039111, 2574335.000000, 4087807.000000, 4472831.000000, 4669439.000000, 15212.000000, 15304.000000, 15255.753086, 20.077339, 15255.000000, 15287.000000, 15303.000000, 15311.000000, 59998783.000000, 3647167.000000, 2636901741.000000, 60787.349637, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 893952.000000, 5795840.000000, 3239925.440486, 1340045.334730, 3231743.000000, 5103615.000000, 5537791.000000, 5799935.000000, 15118.000000, 15321.000000, 15197.982906, 23.986457, 15199.000000, 15231.000000, 15247.000000, 15327.000000, 59998778.000000, 3644938.000000, 2635290174.000000, 60750.203946, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 998912.000000, 6057984.000000, 3507330.181287, 1456962.137483, 3508223.000000, 5529599.000000, 5988351.000000, 6062079.000000, 15219.000000, 15360.000000, 15291.259259, 35.218464, 15287.000000, 15335.000000, 15359.000000, 15367.000000, 59998691.000000, 3667912.000000, 2651900376.000000, 61133.200389, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 1138688.000000, 7000064.000000, 4048556.304873, 1667292.091704, 4048895.000000, 6356991.000000, 6889471.000000, 7000063.000000, 15206.000000, 15335.000000, 15256.434783, 23.215111, 15263.000000, 15287.000000, 15311.000000, 15335.000000, 59998716.000000, 3659109.000000, 2645535807.000000, 60986.455110, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 1362944.000000, 8413184.000000, 4872034.310275, 2003149.474120, 4882431.000000, 7643135.000000, 8241151.000000, 8413183.000000, 15048.000000, 15146.000000, 15077.368421, 21.614348, 15071.000000, 15103.000000, 15143.000000, 15151.000000, 59998839.000000, 3617432.000000, 2615403336.000000, 60291.699978, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 1186816.000000, 7852032.000000, 4509530.807195, 1919078.453678, 4513791.000000, 7167999.000000, 7761919.000000, 7856127.000000, 15361.000000, 15441.000000, 15395.652174, 16.509836, 15399.000000, 15415.000000, 15447.000000, 15447.000000, 59998745.000000, 3685103.000000, 2664329469.000000, 61419.668028, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 1504256.000000, 9478144.000000, 5349530.344773, 2199010.569502, 5353471.000000, 8396799.000000, 9101311.000000, 9478143.000000, 15227.000000, 15307.000000, 15258.492754, 15.425955, 15263.000000, 15279.000000, 15295.000000, 15311.000000, 59998798.000000, 3658914.000000, 2645394822.000000, 60983.121695, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 1551360.000000, 9330688.000000, 5423618.778514, 2231454.790550, 5423103.000000, 8519679.000000, 9224191.000000, 9338879.000000, 15352.000000, 15460.000000, 15427.647059, 17.699921, 15431.000000, 15447.000000, 15463.000000, 15463.000000, 59998742.000000, 3699445.000000, 2674698735.000000, 61658.709444, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 1633280.000000, 9928704.000000, 5785361.107545, 2373758.284371, 5791743.000000, 9076735.000000, 9814015.000000, 9928703.000000, 15410.000000, 15480.000000, 15453.125000, 19.435390, 15463.000000, 15479.000000, 15479.000000, 15487.000000, 59998748.000000, 3706467.000000, 2679775641.000000, 61775.739054, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 4, 40, 1695744.000000, 11444224.000000, 6576101.623488, 2789690.975338, 6586367.000000, 10436607.000000, 11304959.000000, 11452415.000000, 15086.000000, 15173.000000, 15128.063492, 19.692778, 15135.000000, 15159.000000, 15175.000000, 15175.000000, 59998837.000000, 3624377.000000, 2620424571.000000, 60407.454231, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
